Date,Adj Close,Capital Gains,Close,Dividends,High,Low,Open,Stock Splits,Volume
2001-10-23,69.9743423461914,0.0,108.91000366210938,0.0,110.27999877929688,108.37999725341797,109.95999908447266,0.0,22062500
2001-10-24,69.78802490234375,0.0,108.62000274658203,0.0,109.44999694824219,108.22000122070312,108.9800033569336,0.0,16065200
2001-10-25,71.04087829589844,0.0,110.56999969482422,0.0,110.5999984741211,106.73999786376953,107.44999694824219,0.0,27467900
2001-10-26,70.88024139404297,0.0,110.31999969482422,0.0,111.79000091552734,109.66999816894531,109.94999694824219,0.0,18623300
2001-10-29,69.03632354736328,0.0,107.44999694824219,0.0,110.55000305175781,107.44999694824219,110.16000366210938,0.0,18727500
2001-10-30,68.20751190185547,0.0,106.16000366210938,0.0,107.69999694824219,105.55999755859375,107.3499984741211,0.0,26178600
2001-10-31,67.9761734008789,0.0,105.80000305175781,0.0,107.86000061035156,105.80000305175781,106.9000015258789,0.0,28124200
2001-11-01,69.71736907958984,0.0,108.51000213623047,0.0,109.01000213623047,105.69999694824219,106.5999984741211,0.0,29806800
2001-11-02,70.19279479980469,0.0,109.25,0.0,109.37999725341797,107.87000274658203,108.44000244140625,0.0,17575900
2001-11-05,71.11160278320312,0.0,110.68000030517578,0.0,111.08999633789062,109.94999694824219,110.12000274658203,0.0,15929500
2001-11-06,72.21668243408203,0.0,112.4000015258789,0.0,112.4800033569336,109.8499984741211,110.3499984741211,0.0,23245800
2001-11-07,72.12027740478516,0.0,112.25,0.0,113.12000274658203,111.63999938964844,111.7699966430664,0.0,19716000
2001-11-08,72.34516143798828,0.0,112.5999984741211,0.0,114.08000183105469,111.9000015258789,112.87000274658203,0.0,22563500
2001-11-09,72.42227172851562,0.0,112.72000122070312,0.0,112.95999908447266,111.44000244140625,112.25,0.0,15895800
2001-11-12,71.97895050048828,0.0,112.02999877929688,0.0,112.6500015258789,110.0,111.0,0.0,26068800
2001-11-13,73.59806823730469,0.0,114.55000305175781,0.0,114.55000305175781,113.18000030517578,113.44000244140625,0.0,15296200
2001-11-14,73.66873931884766,0.0,114.66000366210938,0.0,115.4000015258789,113.70999908447266,115.16999816894531,0.0,17571300
2001-11-15,73.80364227294922,0.0,114.87000274658203,0.0,115.18000030517578,113.93000030517578,114.37000274658203,0.0,19470200
2001-11-16,73.4759521484375,0.0,114.36000061035156,0.0,115.0999984741211,113.4000015258789,115.08000183105469,0.0,18134900
2001-11-19,74.38187408447266,0.0,115.7699966430664,0.0,115.8499984741211,114.44999694824219,114.91999816894531,0.0,13625400
2001-11-20,73.75862884521484,0.0,114.80000305175781,0.0,115.80000305175781,114.63999938964844,115.37000274658203,0.0,16209700
2001-11-21,73.27031707763672,0.0,114.04000091552734,0.0,114.66999816894531,113.51000213623047,114.5,0.0,11470200
2001-11-23,74.32405090332031,0.0,115.68000030517578,0.0,115.75,114.0,114.04000091552734,0.0,6717100
2001-11-26,74.48468780517578,0.0,115.93000030517578,0.0,116.33999633789062,115.06999969482422,115.75,0.0,13726000
2001-11-27,74.16339874267578,0.0,115.43000030517578,0.0,116.9000015258789,114.08999633789062,115.62000274658203,0.0,19261400
2001-11-28,72.82064819335938,0.0,113.33999633789062,0.0,115.16999816894531,113.25,114.73999786376953,0.0,20195500
2001-11-29,73.80364227294922,0.0,114.87000274658203,0.0,114.91999816894531,113.0,113.66000366210938,0.0,16354700
2001-11-30,73.27679443359375,0.0,114.05000305175781,0.0,114.91000366210938,114.0199966430664,114.4000015258789,0.0,13680300
2001-12-03,72.83985900878906,0.0,113.37000274658203,0.0,114.08000183105469,113.01000213623047,113.6500015258789,0.0,15220400
2001-12-04,74.07349395751953,0.0,115.29000091552734,0.0,115.30000305175781,113.3499984741211,113.91999816894531,0.0,17239900
2001-12-05,75.42916870117188,0.0,117.4000015258789,0.0,118.0,115.55999755859375,115.61000061035156,0.0,25204000
2001-12-06,75.3906021118164,0.0,117.33999633789062,0.0,117.94000244140625,116.93000030517578,117.33999633789062,0.0,17972900
2001-12-07,74.88939666748047,0.0,116.55999755859375,0.0,117.08999633789062,115.69999694824219,116.9000015258789,0.0,18857800
2001-12-10,73.48880767822266,0.0,114.37999725341797,0.0,116.38999938964844,114.3499984741211,115.8499984741211,0.0,13862700
2001-12-11,73.34101867675781,0.0,114.1500015258789,0.0,115.72000122070312,113.9000015258789,114.9000015258789,0.0,20833300
2001-12-12,73.42454528808594,0.0,114.27999877929688,0.0,114.77999877929688,113.11000061035156,114.55000305175781,0.0,16171500
2001-12-13,71.99821472167969,0.0,112.05999755859375,0.0,113.69999694824219,112.04000091552734,113.44999694824219,0.0,19026700
2001-12-14,72.6856689453125,0.0,113.12999725341797,0.0,113.48999786376953,112.0,112.33000183105469,0.0,16721900
2001-12-17,73.43740844726562,0.0,114.30000305175781,0.0,114.36000061035156,112.9000015258789,112.98999786376953,0.0,13925900
2001-12-18,73.87429809570312,0.0,114.9800033569336,0.0,115.1500015258789,114.33999633789062,114.62999725341797,0.0,13663700
2001-12-19,74.39476776123047,0.0,115.79000091552734,0.0,115.91999816894531,114.0,114.08999633789062,0.0,20143400
2001-12-20,73.66230010986328,0.0,114.6500015258789,0.0,115.80000305175781,114.55000305175781,115.5,0.0,14867900
2001-12-21,74.10905456542969,0.0,114.94999694824219,0.393,115.06999969482422,114.19999694824219,115.02999877929688,0.0,14037700
2001-12-24,73.96722412109375,0.0,114.7300033569336,0.0,115.04000091552734,114.61000061035156,114.83000183105469,0.0,5728800
2001-12-26,74.37338256835938,0.0,115.36000061035156,0.0,116.20999908447266,114.6500015258789,114.6500015258789,0.0,10304800
2001-12-27,74.82466888427734,0.0,116.05999755859375,0.0,116.08000183105469,115.25,115.30000305175781,0.0,9407300
2001-12-28,74.7860336303711,0.0,116.0,0.0,116.75,115.91999816894531,116.29000091552734,0.0,10593800
2001-12-31,73.69001770019531,0.0,114.30000305175781,0.0,116.38999938964844,114.2300033569336,116.1500015258789,0.0,14619500
2002-01-02,74.48296356201172,0.0,115.52999877929688,0.0,115.75,113.80999755859375,115.11000061035156,0.0,18651900
2002-01-03,75.3275375366211,0.0,116.83999633789062,0.0,116.94999694824219,115.54000091552734,115.6500015258789,0.0,15743000
2002-01-04,75.83040618896484,0.0,117.62000274658203,0.0,117.9800033569336,116.55000305175781,117.16999816894531,0.0,20140700
2002-01-07,75.29534912109375,0.0,116.79000091552734,0.0,117.98999786376953,116.55999755859375,117.69999694824219,0.0,13106500
2002-01-08,75.12126159667969,0.0,116.5199966430664,0.0,117.05999755859375,115.97000122070312,116.79000091552734,0.0,12683700
2002-01-09,74.50879669189453,0.0,115.56999969482422,0.0,117.77999877929688,115.33999633789062,116.68000030517578,0.0,16610300
2002-01-10,74.83759307861328,0.0,116.08000183105469,0.0,116.3499984741211,115.30000305175781,115.69000244140625,0.0,12823400
2002-01-11,74.10257720947266,0.0,114.94000244140625,0.0,116.27999877929688,114.69999694824219,116.20999908447266,0.0,13708400
2002-01-14,73.63842010498047,0.0,114.22000122070312,0.0,114.83999633789062,113.95999908447266,114.6500015258789,0.0,12301100
2002-01-15,74.23799133300781,0.0,115.1500015258789,0.0,115.38999938964844,113.9000015258789,114.55000305175781,0.0,20219900
2002-01-16,72.73587036132812,0.0,112.81999969482422,0.0,114.4000015258789,112.69000244140625,114.30000305175781,0.0,17067000
2002-01-17,73.28382873535156,0.0,113.66999816894531,0.0,114.23999786376953,113.4000015258789,113.76000213623047,0.0,17283400
2002-01-18,72.9486083984375,0.0,113.1500015258789,0.0,113.8499984741211,112.66999816894531,113.0,0.0,17028000
2002-01-22,72.44571685791016,0.0,112.37000274658203,0.0,113.93000030517578,112.0199966430664,113.75,0.0,11689300
2002-01-23,73.00019073486328,0.0,113.2300033569336,0.0,113.55000305175781,112.0199966430664,112.62999725341797,0.0,12438900
2002-01-24,73.22581481933594,0.0,113.58000183105469,0.0,114.25,113.31999969482422,113.63999938964844,0.0,12142800
2002-01-25,73.20648193359375,0.0,113.55000305175781,0.0,114.18000030517578,113.04000091552734,113.12000274658203,0.0,12810700
2002-01-28,73.40633392333984,0.0,113.86000061035156,0.0,114.19000244140625,112.91999816894531,113.9000015258789,0.0,10589200
2002-01-29,71.0982894897461,0.0,110.27999877929688,0.0,114.12999725341797,110.05000305175781,113.8499984741211,0.0,27720800
2002-01-30,72.12335968017578,0.0,111.87000274658203,0.0,113.38999938964844,108.4000015258789,110.38999938964844,0.0,34711800
2002-01-31,72.96792602539062,0.0,113.18000030517578,0.0,113.30000305175781,111.62000274658203,112.1500015258789,0.0,19909200
2002-02-01,72.62625885009766,0.0,112.6500015258789,0.0,113.30000305175781,112.16999816894531,113.08999633789062,0.0,15838500
2002-02-04,70.82103729248047,0.0,109.8499984741211,0.0,112.2300033569336,109.44000244140625,112.2300033569336,0.0,24243400
2002-02-05,70.38265228271484,0.0,109.16999816894531,0.0,110.48999786376953,108.52999877929688,109.4000015258789,0.0,33614000
2002-02-06,70.07964324951172,0.0,108.69999694824219,0.0,109.73999786376953,108.05999755859375,109.6500015258789,0.0,29486000
2002-02-07,69.64122772216797,0.0,108.0199966430664,0.0,109.86000061035156,108.0,108.72000122070312,0.0,23445400
2002-02-08,70.97576904296875,0.0,110.08999633789062,0.0,110.75,108.30000305175781,108.62999725341797,0.0,19277800
2002-02-11,71.84615325927734,0.0,111.44000244140625,0.0,111.63999938964844,109.81999969482422,110.05000305175781,0.0,18792400
2002-02-12,71.62049865722656,0.0,111.08999633789062,0.0,111.70999908447266,110.02999877929688,110.95999908447266,0.0,13942500
2002-02-13,72.3812484741211,0.0,112.2699966430664,0.0,112.54000091552734,111.3499984741211,111.4800033569336,0.0,16781100
2002-02-14,72.24585723876953,0.0,112.05999755859375,0.0,112.97000122070312,111.58999633789062,112.51000213623047,0.0,20453800
2002-02-15,71.49154663085938,0.0,110.88999938964844,0.0,112.23999786376953,110.70999908447266,112.1500015258789,0.0,18366800
2002-02-19,70.11833190917969,0.0,108.76000213623047,0.0,110.29000091552734,108.61000061035156,110.1500015258789,0.0,15988100
2002-02-20,71.29817199707031,0.0,110.58999633789062,0.0,110.58999633789062,107.81999969482422,109.05000305175781,0.0,29242800
2002-02-21,69.82173156738281,0.0,108.30000305175781,0.0,110.62999725341797,108.26000213623047,109.93000030517578,0.0,26288600
2002-02-22,70.6856918334961,0.0,109.63999938964844,0.0,109.94000244140625,107.87000274658203,108.3499984741211,0.0,26572900
2002-02-25,71.85261535644531,0.0,111.44999694824219,0.0,111.80999755859375,109.69999694824219,109.73999786376953,0.0,17458700
2002-02-26,71.70430755615234,0.0,111.22000122070312,0.0,112.04000091552734,110.56999969482422,111.5999984741211,0.0,22346500
2002-02-27,71.98152160644531,0.0,111.6500015258789,0.0,112.86000061035156,110.6500015258789,111.95999908447266,0.0,28597900
2002-02-28,71.65917205810547,0.0,111.1500015258789,0.0,112.75,111.02999877929688,111.83000183105469,0.0,23755400
2002-03-01,73.32896423339844,0.0,113.73999786376953,0.0,113.8499984741211,111.51000213623047,111.72000122070312,0.0,26273600
2002-03-04,74.62482452392578,0.0,115.75,0.0,115.98999786376953,113.6500015258789,113.9000015258789,0.0,27184600
2002-03-05,74.38631439208984,0.0,115.37999725341797,0.0,116.4000015258789,114.97000122070312,115.33000183105469,0.0,22718900
2002-03-06,75.26953125,0.0,116.75,0.0,117.1500015258789,115.06999969482422,115.0999984741211,0.0,20143200
2002-03-07,75.10836029052734,0.0,116.5,0.0,117.5,115.56999969482422,117.36000061035156,0.0,19330800
2002-03-08,75.42426300048828,0.0,116.98999786376953,0.0,117.9000015258789,116.4800033569336,117.37999725341797,0.0,19930100
2002-03-11,75.58544158935547,0.0,117.23999786376953,0.0,117.9000015258789,116.43000030517578,116.88999938964844,0.0,15621800
2002-03-12,75.54032135009766,0.0,117.16999816894531,0.0,117.25,115.94000244140625,116.0999984741211,0.0,17153600
2002-03-13,74.81181335449219,0.0,116.04000091552734,0.0,116.75,115.63999938964844,116.62999725341797,0.0,17175300
2002-03-14,74.7086181640625,0.0,115.87999725341797,0.0,116.43000030517578,115.62999725341797,116.04000091552734,0.0,11168100
2002-03-15,75.42049407958984,0.0,116.6500015258789,0.331,116.94999694824219,115.9000015258789,115.97000122070312,0.0,21220100
2002-03-18,75.43342590332031,0.0,116.66999816894531,0.0,117.55999755859375,116.0999984741211,117.0999984741211,0.0,17548900
2002-03-19,75.93773651123047,0.0,117.44999694824219,0.0,117.73999786376953,116.81999969482422,117.30000305175781,0.0,17912000
2002-03-20,74.50886535644531,0.0,115.23999786376953,0.0,116.58000183105469,115.19000244140625,116.5,0.0,17114500
2002-03-21,74.54118347167969,0.0,115.29000091552734,0.0,115.9000015258789,114.12000274658203,115.30000305175781,0.0,25846800
2002-03-22,74.37955474853516,0.0,115.04000091552734,0.0,115.94000244140625,114.69999694824219,115.5,0.0,15235400
2002-03-25,73.45499420166016,0.0,113.61000061035156,0.0,115.36000061035156,113.30000305175781,115.08999633789062,0.0,17499600
2002-03-26,73.88168334960938,0.0,114.2699966430664,0.0,115.0199966430664,113.47000122070312,113.5199966430664,0.0,19947600
2002-03-27,74.07567596435547,0.0,114.56999969482422,0.0,115.01000213623047,113.76000213623047,114.02999877929688,0.0,19020300
2002-03-28,74.04335021972656,0.0,114.5199966430664,0.0,115.7699966430664,114.5,114.97000122070312,0.0,17532900
2002-04-01,74.07567596435547,0.0,114.56999969482422,0.0,115.0999984741211,113.5,114.2300033569336,0.0,17711000
2002-04-02,73.6683349609375,0.0,113.94000244140625,0.0,114.94999694824219,113.7699966430664,113.9800033569336,0.0,15669500
2002-04-03,73.1511001586914,0.0,113.13999938964844,0.0,114.20999908447266,112.16000366210938,114.01000213623047,0.0,25658500
2002-04-04,72.84722137451172,0.0,112.66999816894531,0.0,113.4000015258789,112.2300033569336,112.5999984741211,0.0,23549000
2002-04-05,72.86013793945312,0.0,112.69000244140625,0.0,113.62999725341797,112.18000030517578,113.19000244140625,0.0,19404900
2002-04-08,73.01533508300781,0.0,112.93000030517578,0.0,113.02999877929688,111.2300033569336,111.31999969482422,0.0,16470100
2002-04-09,72.50455474853516,0.0,112.13999938964844,0.0,113.18000030517578,111.93000030517578,113.18000030517578,0.0,15122700
2002-04-10,73.3256607055664,0.0,113.41000366210938,0.0,113.54000091552734,112.08999633789062,112.0999984741211,0.0,17199300
2002-04-11,71.50240325927734,0.0,110.58999633789062,0.0,113.05000305175781,110.5,112.88999938964844,0.0,25453700
2002-04-12,72.03900909423828,0.0,111.41999816894531,0.0,111.6500015258789,110.04000091552734,111.0199966430664,0.0,14950600
2002-04-15,71.48942565917969,0.0,110.56999969482422,0.0,111.86000061035156,110.19999694824219,111.62000274658203,0.0,17394900
2002-04-16,73.18991088867188,0.0,113.19999694824219,0.0,113.31999969482422,111.66999816894531,111.69999694824219,0.0,15040900
2002-04-17,73.03471374511719,0.0,112.95999908447266,0.0,113.66999816894531,112.5999984741211,113.38999938964844,0.0,12920100
2002-04-18,72.71785736083984,0.0,112.47000122070312,0.0,113.45999908447266,111.1500015258789,112.9000015258789,0.0,25204800
2002-04-19,72.98295593261719,0.0,112.87999725341797,0.0,113.23999786376953,112.55999755859375,113.19999694824219,0.0,10499200
2002-04-22,71.7674789428711,0.0,111.0,0.0,112.43000030517578,110.83999633789062,112.37999725341797,0.0,13922900
2002-04-23,71.45713806152344,0.0,110.5199966430664,0.0,111.4800033569336,110.16999816894531,111.08999633789062,0.0,16967000
2002-04-24,70.73943328857422,0.0,109.41000366210938,0.0,111.80999755859375,109.4000015258789,110.55999755859375,0.0,18902700
2002-04-25,70.7782211303711,0.0,109.47000122070312,0.0,109.73999786376953,108.72000122070312,109.20999908447266,0.0,25451500
2002-04-26,69.43338775634766,0.0,107.38999938964844,0.0,110.01000213623047,107.29000091552734,109.79000091552734,0.0,19769800
2002-04-29,69.09072875976562,0.0,106.86000061035156,0.0,108.26000213623047,106.62999725341797,107.93000030517578,0.0,17724400
2002-04-30,69.7372817993164,0.0,107.86000061035156,0.0,108.63999938964844,106.63999938964844,107.0199966430664,0.0,19473500
2002-05-01,70.59075927734375,0.0,109.18000030517578,0.0,109.25,106.80000305175781,107.97000122070312,0.0,24575600
2002-05-02,70.31919860839844,0.0,108.76000213623047,0.0,109.91000366210938,107.77999877929688,109.0999984741211,0.0,15666800
2002-05-03,69.55624389648438,0.0,107.58000183105469,0.0,108.76000213623047,107.19999694824219,108.5999984741211,0.0,18185500
2002-05-06,68.19203186035156,0.0,105.47000122070312,0.0,107.98999786376953,105.30999755859375,107.63999938964844,0.0,23630400
2002-05-07,67.9527816772461,0.0,105.0999984741211,0.0,106.31999969482422,104.9000015258789,106.0999984741211,0.0,21910000
2002-05-08,70.48081970214844,0.0,109.01000213623047,0.0,109.36000061035156,106.79000091552734,107.05000305175781,0.0,27917400
2002-05-09,69.66617584228516,0.0,107.75,0.0,109.0999984741211,107.58000183105469,108.6500015258789,0.0,18085600
2002-05-10,68.3536376953125,0.0,105.72000122070312,0.0,108.05000305175781,105.5999984741211,107.97000122070312,0.0,18958900
2002-05-13,69.7437515258789,0.0,107.87000274658203,0.0,107.94999694824219,105.79000091552734,106.22000122070312,0.0,14677700
2002-05-14,71.26318359375,0.0,110.22000122070312,0.0,110.37000274658203,109.0,109.62000274658203,0.0,34201200
2002-05-15,70.98512268066406,0.0,109.79000091552734,0.0,110.91000366210938,109.29000091552734,109.5,0.0,29535300
2002-05-16,71.35369110107422,0.0,110.36000061035156,0.0,110.4800033569336,109.33000183105469,109.69999694824219,0.0,28092000
2002-05-17,71.70282745361328,0.0,110.9000015258789,0.0,111.25,110.0999984741211,110.66000366210938,0.0,27823700
2002-05-20,70.92695617675781,0.0,109.69999694824219,0.0,110.69000244140625,109.48999786376953,110.63999938964844,0.0,13833800
2002-05-21,70.28038787841797,0.0,108.69999694824219,0.0,110.4800033569336,108.31999969482422,110.11000061035156,0.0,16877200
2002-05-22,70.43555450439453,0.0,108.94000244140625,0.0,109.12000274658203,108.0,108.22000122070312,0.0,15844200
2002-05-23,71.18560791015625,0.0,110.0999984741211,0.0,110.36000061035156,108.4800033569336,109.26000213623047,0.0,13879800
2002-05-24,70.27394104003906,0.0,108.69000244140625,0.0,110.19999694824219,108.61000061035156,109.9800033569336,0.0,11877000
2002-05-28,69.8924331665039,0.0,108.0999984741211,0.0,109.12999725341797,107.44999694824219,109.05000305175781,0.0,24236900
2002-05-29,69.3752212524414,0.0,107.30000305175781,0.0,108.0199966430664,107.12999725341797,107.62000274658203,0.0,14773300
2002-05-30,69.18123626708984,0.0,107.0,0.0,107.51000213623047,105.9000015258789,106.55000305175781,0.0,18217900
2002-05-31,69.323486328125,0.0,107.22000122070312,0.0,108.55999755859375,106.8499984741211,107.4000015258789,0.0,19826300
2002-06-03,67.48081970214844,0.0,104.37000274658203,0.0,107.5999984741211,104.12999725341797,107.08999633789062,0.0,26056300
2002-06-04,67.64894104003906,0.0,104.62999725341797,0.0,105.19999694824219,103.55000305175781,104.1500015258789,0.0,25856200
2002-06-05,68.28256225585938,0.0,105.61000061035156,0.0,105.66999816894531,104.3499984741211,104.94999694824219,0.0,19695900
2002-06-06,66.89244842529297,0.0,103.45999908447266,0.0,105.5999984741211,103.1500015258789,105.54000091552734,0.0,22998500
2002-06-07,66.81486511230469,0.0,103.33999633789062,0.0,103.91999816894531,101.72000122070312,101.77999877929688,0.0,24011600
2002-06-10,67.07344055175781,0.0,103.73999786376953,0.0,104.45999908447266,103.0199966430664,103.23999786376953,0.0,18759900
2002-06-11,65.92259979248047,0.0,101.95999908447266,0.0,104.54000091552734,101.7300033569336,104.12999725341797,0.0,19990700
2002-06-12,66.3235092163086,0.0,102.58000183105469,0.0,102.80999755859375,100.77999877929688,101.70999908447266,0.0,31266000
2002-06-13,65.65756225585938,0.0,101.55000305175781,0.0,103.0,101.33999633789062,102.12999725341797,0.0,21043900
2002-06-14,65.56053161621094,0.0,101.4000015258789,0.0,101.55999755859375,98.5,100.30999755859375,0.0,39267500
2002-06-17,67.3191909790039,0.0,104.12000274658203,0.0,104.33999633789062,101.8499984741211,101.91999816894531,0.0,17647200
2002-06-18,67.8687744140625,0.0,104.97000122070312,0.0,105.02999877929688,103.62999725341797,103.73999786376953,0.0,21628500
2002-06-19,66.28472137451172,0.0,102.5199966430664,0.0,104.43000030517578,102.23999786376953,103.5,0.0,21540700
2002-06-20,65.43766784667969,0.0,101.20999908447266,0.0,103.05000305175781,100.95999908447266,102.26000213623047,0.0,25691000
2002-06-21,64.41450500488281,0.0,99.27999877929688,0.353,100.93000030517578,98.68000030517578,100.47000122070312,0.0,31190700
2002-06-24,64.75192260742188,0.0,99.80000305175781,0.0,100.69000244140625,97.25,98.61000061035156,0.0,37169700
2002-06-25,63.29856872558594,0.0,97.55999755859375,0.0,100.88999938964844,97.54000091552734,100.30000305175781,0.0,33355000
2002-06-26,63.40232467651367,0.0,97.72000122070312,0.0,98.1500015258789,95.19000244140625,95.19999694824219,0.0,37913600
2002-06-27,64.5118408203125,0.0,99.43000030517578,0.0,99.48999786376953,96.56999969482422,98.5,0.0,31616400
2002-06-28,64.20692443847656,0.0,98.95999908447266,0.0,100.5,98.87999725341797,99.23999786376953,0.0,28184200
2002-07-01,62.95467758178711,0.0,97.02999877929688,0.0,99.80000305175781,96.88999938964844,99.18000030517578,0.0,20270200
2002-07-02,61.61811065673828,0.0,94.97000122070312,0.0,97.19999694824219,94.7699966430664,96.86000061035156,0.0,34213900
2002-07-03,61.968505859375,0.0,95.51000213623047,0.0,95.83999633789062,93.72000122070312,94.62000274658203,0.0,30565800
2002-07-05,64.4339828491211,0.0,99.30999755859375,0.0,99.52999877929688,96.66000366210938,96.77999877929688,0.0,19013500
2002-07-08,63.62943649291992,0.0,98.06999969482422,0.0,99.69999694824219,97.55999755859375,98.9800033569336,0.0,19118600
2002-07-09,62.026878356933594,0.0,95.5999984741211,0.0,98.33999633789062,95.01000213623047,97.7300033569336,0.0,28620400
2002-07-10,59.76899719238281,0.0,92.12000274658203,0.0,96.06999969482422,92.04000091552734,96.0,0.0,50522500
2002-07-11,60.255584716796875,0.0,92.87000274658203,0.0,93.3499984741211,90.31999969482422,91.76000213623047,0.0,59476500
2002-07-12,59.59381866455078,0.0,91.8499984741211,0.0,93.88999938964844,91.5199966430664,93.33000183105469,0.0,39018600
2002-07-15,59.911746978759766,0.0,92.33999633789062,0.0,92.4000015258789,87.88999938964844,91.63999938964844,0.0,77317200
2002-07-16,58.75682830810547,0.0,90.55999755859375,0.0,92.37999725341797,89.87000274658203,91.12000274658203,0.0,53282400
2002-07-17,58.87364959716797,0.0,90.73999786376953,0.0,93.30000305175781,89.75,92.45999908447266,0.0,48880600
2002-07-18,56.966102600097656,0.0,87.80000305175781,0.0,91.0999984741211,87.75,90.69999694824219,0.0,32656700
2002-07-19,54.96126174926758,0.0,84.70999908447266,0.0,87.55000305175781,84.30000305175781,86.76000213623047,0.0,77572600
2002-07-22,53.33271026611328,0.0,82.19999694824219,0.0,85.91000366210938,81.44999694824219,84.0999984741211,0.0,78134000
2002-07-23,51.872894287109375,0.0,79.94999694824219,0.0,83.23999786376953,79.75,82.55000305175781,0.0,74484100
2002-07-24,54.9677734375,0.0,84.72000122070312,0.0,85.12000274658203,77.68000030517578,78.12999725341797,0.0,107022800
2002-07-25,54.50060272216797,0.0,84.0,0.0,85.8499984741211,81.5999984741211,84.2699966430664,0.0,87176600
2002-07-26,55.53871154785156,0.0,85.5999984741211,0.0,85.93000030517578,83.80000305175781,84.6500015258789,0.0,41206800
2002-07-29,58.2442512512207,0.0,89.7699966430664,0.0,90.33999633789062,87.30000305175781,87.5,0.0,53492900
2002-07-30,59.0034294128418,0.0,90.94000244140625,0.0,91.4000015258789,88.72000122070312,89.31999969482422,0.0,47532200
2002-07-31,59.14613723754883,0.0,91.16000366210938,0.0,91.55000305175781,89.25,90.48999786376953,0.0,44669900
2002-08-01,57.6019287109375,0.0,88.77999877929688,0.0,91.3499984741211,88.33000183105469,90.87999725341797,0.0,66571900
2002-08-02,56.31080627441406,0.0,86.79000091552734,0.0,88.91000366210938,85.62000274658203,88.5,0.0,51772900
2002-08-05,54.35137939453125,0.0,83.7699966430664,0.0,86.93000030517578,83.55000305175781,86.48999786376953,0.0,47191300
2002-08-06,56.1810302734375,0.0,86.58999633789062,0.0,87.9000015258789,85.11000061035156,85.2300033569336,0.0,64730000
2002-08-07,57.1607551574707,0.0,88.0999984741211,0.0,88.5,85.7699966430664,87.87000274658203,0.0,43289400
2002-08-08,59.0098991394043,0.0,90.94999694824219,0.0,91.0999984741211,87.80000305175781,88.41999816894531,0.0,48339800
2002-08-09,59.230491638183594,0.0,91.29000091552734,0.0,91.94000244140625,89.3499984741211,90.0999984741211,0.0,41879200
2002-08-12,58.79579544067383,0.0,90.62000274658203,0.0,91.2699966430664,89.55000305175781,89.98999786376953,0.0,25841700
2002-08-13,57.7252311706543,0.0,88.97000122070312,0.0,91.66000366210938,88.6500015258789,90.1500015258789,0.0,49690500
2002-08-14,59.833885192871094,0.0,92.22000122070312,0.0,92.62999725341797,88.0199966430664,89.0199966430664,0.0,57423600
2002-08-15,60.664337158203125,0.0,93.5,0.0,93.98999786376953,92.19999694824219,92.83999633789062,0.0,45551500
2002-08-16,60.48271179199219,0.0,93.22000122070312,0.0,94.08000183105469,92.0,92.81999969482422,0.0,36517300
2002-08-19,61.89713668823242,0.0,95.4000015258789,0.0,95.75,93.0999984741211,93.45999908447266,0.0,33669900
2002-08-20,61.2418098449707,0.0,94.38999938964844,0.0,95.4000015258789,93.62000274658203,94.81999969482422,0.0,30508300
2002-08-21,62.124183654785156,0.0,95.75,0.0,95.77999877929688,93.56999969482422,95.05999755859375,0.0,39628900
2002-08-22,62.72758483886719,0.0,96.68000030517578,0.0,97.1500015258789,95.06999969482422,95.48999786376953,0.0,38399800
2002-08-23,61.3780632019043,0.0,94.5999984741211,0.0,96.1500015258789,94.1500015258789,96.01000213623047,0.0,33716400
2002-08-26,61.80628204345703,0.0,95.26000213623047,0.0,95.63999938964844,93.5,94.91000366210938,0.0,33830100
2002-08-27,61.09258270263672,0.0,94.16000366210938,0.0,96.25,93.5,95.69999694824219,0.0,35335700
2002-08-28,59.75600051879883,0.0,92.0999984741211,0.0,93.48999786376953,91.80000305175781,93.27999877929688,0.0,38970600
2002-08-29,59.7819938659668,0.0,92.13999938964844,0.0,93.05000305175781,90.80999755859375,91.2699966430664,0.0,42965700
2002-08-30,59.548404693603516,0.0,91.77999877929688,0.0,93.38999938964844,91.4000015258789,91.68000030517578,0.0,30366700
2002-09-03,57.277523040771484,0.0,88.27999877929688,0.0,91.0,88.1500015258789,90.7300033569336,0.0,76586400
2002-09-04,58.09503936767578,0.0,89.54000091552734,0.0,90.25,88.05999755859375,88.61000061035156,0.0,51099500
2002-09-05,57.6019287109375,0.0,88.77999877929688,0.0,89.43000030517578,87.5,88.48999786376953,0.0,67250900
2002-09-06,58.39348220825195,0.0,90.0,0.0,90.56999969482422,89.33999633789062,89.75,0.0,38622200
2002-09-09,58.821754455566406,0.0,90.66000366210938,0.0,91.3499984741211,88.80000305175781,89.0999984741211,0.0,33998400
2002-09-10,59.49648666381836,0.0,91.69999694824219,0.0,91.77999877929688,90.55999755859375,91.13999938964844,0.0,41416600
2002-09-11,59.126670837402344,0.0,91.12999725341797,0.0,93.33000183105469,91.0999984741211,92.47000122070312,0.0,27711200
2002-09-12,58.0366325378418,0.0,89.44999694824219,0.0,90.83999633789062,88.98999786376953,90.75,0.0,43601700
2002-09-13,58.179412841796875,0.0,89.66999816894531,0.0,89.9000015258789,88.25,88.69000244140625,0.0,41131000
2002-09-16,58.32215118408203,0.0,89.88999938964844,0.0,89.88999938964844,88.45999908447266,89.30999755859375,0.0,28167600
